"CoC Number","CoC Name","Total Homeless, 2008","Sheltered Homeless, 2008","Unsheltered Homeless, 2008","Homeless Individuals, 2008","Sheltered Homeless Individuals, 2008","Unsheltered Homeless Individuals, 2008","Homeless People in Families, 2008","Sheltered Homeless People in Families, 2008","Unsheltered Homeless People in Families, 2008","Chronically Homeless Individuals, 2008","Sheltered Chronically Homeless Individuals, 2008","Unsheltered Chronically Homeless Individuals, 2008"
"VI-500","Virgin Islands CoC","602.0","115.0","487.0","566.0","79.0","487.0","36.0","36.0","0.0","513.0","26.0","487.0"
"VT-500","Vermont Balance of State CoC","633.0","439.0","194.0","405.0","240.0","165.0","228.0","199.0","29.0","168.0","88.0","80.0"
"VT-501","Burlington/Chittenden County CoC","321.0","257.0","64.0","222.0","161.0","61.0","99.0","96.0","3.0","66.0","27.0","39.0"
"WA-500","Seattle/King County CoC","8501.0","5808.0","2693.0","5517.0","2886.0","2631.0","2984.0","2922.0","62.0","987.0","730.0","257.0"
"WA-501","Washington Balance of State CoC","6631.0","4660.0","1971.0","2953.0","1732.0","1221.0","3678.0","2928.0","750.0","1012.0","496.0","516.0"
"WA-502","Spokane City & County CoC","1370.0","1080.0","290.0","999.0","736.0","263.0","371.0","344.0","27.0","206.0","162.0","44.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","1743.0","1478.0","265.0","753.0","526.0","227.0","990.0","952.0","38.0","372.0","211.0","161.0"
"WA-504","Everett/Snohomish County CoC","2161.0","1205.0","956.0","1212.0","363.0","849.0","949.0","842.0","107.0","301.0","234.0","67.0"
"WA-507","Yakima City & County CoC","486.0","345.0","141.0","217.0","167.0","50.0","269.0","178.0","91.0","73.0","61.0","12.0"
"WA-508","Vancouver/Clark County CoC","1062.0","880.0","182.0","505.0","421.0","84.0","557.0","459.0","98.0","122.0","80.0","42.0"
"WI-500","Wisconsin Balance of State CoC","3105.0","2817.0","288.0","1044.0","866.0","178.0","2061.0","1951.0","110.0","299.0","178.0","121.0"
"WI-501","Milwaukee City & County CoC","1470.0","1295.0","175.0","769.0","683.0","86.0","701.0","612.0","89.0","234.0","190.0","44.0"
"WI-502","Racine City & County CoC","259.0","258.0","1.0","159.0","158.0","1.0","100.0","100.0","0.0","25.0","24.0","1.0"
"WI-503","Madison/Dane County CoC","615.0","564.0","51.0","313.0","268.0","45.0","302.0","296.0","6.0","129.0","88.0","41.0"
"WV-500","Wheeling/Weirton Area CoC","92.0","85.0","7.0","71.0","64.0","7.0","21.0","21.0","0.0","18.0","12.0","6.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","264.0","232.0","32.0","204.0","172.0","32.0","60.0","60.0","0.0","103.0","95.0","8.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","363.0","264.0","99.0","275.0","201.0","74.0","88.0","63.0","25.0","117.0","68.0","49.0"
"WV-508","West Virginia Balance of State CoC","1297.0","841.0","456.0","885.0","556.0","329.0","412.0","285.0","127.0","149.0","89.0","60.0"
"WY-500","Wyoming Statewide CoC","751.0","619.0","132.0","357.0","320.0","37.0","394.0","299.0","95.0","67.0","30.0","37.0"
"","Total","639784.0","386361.0","253423.0","404525.0","204855.0","199670.0","235259.0","181506.0","53753.0","120115.0","45418.0","74697.0"
"","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","",""
