"CoC Number","CoC Name","Total Homeless, 2015","Sheltered Homeless, 2015","Unsheltered Homeless, 2015","Homeless Individuals, 2015","Sheltered Homeless Individuals, 2015","Unsheltered Homeless Individuals, 2015","Homeless People in Families, 2015","Sheltered Homeless People in Families, 2015","Unsheltered Homeless People in Families, 2015","Chronically Homeless, 2015","Sheltered Chronically Homeless, 2015","Unsheltered Chronically Homeless, 2015","Chronically Homeless Individuals, 2015","Sheltered Chronically Homeless Individuals, 2015","Unsheltered Chronically Homeless Individuals, 2015","Chronically Homeless People in Families, 2015","Sheltered Chronically Homeless People in Families, 2015","Unsheltered Chronically Homeless People in Families, 2015","Homeless Veterans, 2015","Sheltered Homeless Veterans, 2015","Unsheltered Homeless Veterans, 2015","Homeless Unaccompanied Youth (Under 25), 2015","Sheltered Homeless Unaccompanied Youth (Under 25), 2015","Unsheltered Homeless Unaccompanied Youth (Under 25), 2015","Homeless Unaccompanied Children (Under 18), 2015","Sheltered Homeless Unaccompanied Children (Under 18), 2015","Unsheltered Homeless Unaccompanied Children (Under 18), 2015","Homeless Unaccompanied Young Adults (Age 18-24), 2015","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2015","Parenting Youth (Under 25), 2015","Sheltered Parenting Youth (Under 25), 2015","Unsheltered Parenting Youth (Under 25), 2015","Parenting Youth Under 18, 2015","Sheltered Parenting Youth Under 18, 2015","Unsheltered Parenting Youth Under 18, 2015","Parenting Youth Age 18-24, 2015","Sheltered Parenting Youth Age 18-24, 2015","Unsheltered Parenting Youth Age 18-24, 2015","Children of Parenting Youth, 2015","Sheltered Children of Parenting Youth, 2015","Unsheltered Children of Parenting Youth, 2015"
"MI-515","Monroe City & County CoC","185.0","181.0","4.0","129.0","125.0","4.0","56.0","56.0","0.0","6.0","5.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","36.0","36.0","0.0","11.0","11.0","0.0","1.0","1.0","0.0","10.0","10.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","4.0","4.0","0.0"
"MI-516","Norton Shores/Muskegon City & County CoC","179.0","166.0","13.0","125.0","112.0","13.0","54.0","54.0","0.0","5.0","2.0","3.0","5.0","2.0","3.0","0.0","0.0","0.0","4.0","4.0","0.0","36.0","34.0","2.0","4.0","4.0","0.0","32.0","30.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","6.0","0.0"
"MI-517","Jackson City & County CoC","159.0","152.0","7.0","56.0","52.0","4.0","103.0","100.0","3.0","6.0","5.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","3.0","3.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","13.0","13.0","0.0"
"MI-518","Livingston County CoC","103.0","101.0","2.0","48.0","46.0","2.0","55.0","55.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","8.0","8.0","0.0","11.0","11.0","0.0","4.0","4.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MI-519","Holland/Ottawa County CoC","285.0","279.0","6.0","136.0","130.0","6.0","149.0","149.0","0.0","23.0","22.0","1.0","16.0","15.0","1.0","7.0","7.0","0.0","4.0","3.0","1.0","24.0","23.0","1.0","1.0","0.0","1.0","23.0","23.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","11.0","11.0","0.0"
"MI-523","Eaton County CoC","135.0","126.0","9.0","11.0","5.0","6.0","124.0","121.0","3.0","2.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","3.0","1.0","2.0"
"MN-500","Minneapolis/Hennepin County CoC","3215.0","3092.0","123.0","1511.0","1391.0","120.0","1704.0","1701.0","3.0","637.0","572.0","65.0","601.0","536.0","65.0","36.0","36.0","0.0","127.0","123.0","4.0","217.0","215.0","2.0","37.0","37.0","0.0","180.0","178.0","2.0","65.0","64.0","1.0","0.0","0.0","0.0","65.0","64.0","1.0","99.0","97.0","2.0"
"MN-501","Saint Paul/Ramsey County CoC","1398.0","1314.0","84.0","738.0","680.0","58.0","660.0","634.0","26.0","281.0","217.0","64.0","216.0","164.0","52.0","65.0","53.0","12.0","59.0","52.0","7.0","142.0","139.0","3.0","21.0","20.0","1.0","121.0","119.0","2.0","82.0","79.0","3.0","10.0","10.0","0.0","72.0","69.0","3.0","94.0","91.0","3.0"
"MN-502","Rochester/Southeast Minnesota CoC","451.0","429.0","22.0","122.0","104.0","18.0","329.0","325.0","4.0","69.0","64.0","5.0","38.0","33.0","5.0","31.0","31.0","0.0","8.0","5.0","3.0","18.0","16.0","2.0","0.0","0.0","0.0","18.0","16.0","2.0","13.0","12.0","1.0","0.0","0.0","0.0","13.0","12.0","1.0","18.0","17.0","1.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","608.0","428.0","180.0","298.0","159.0","139.0","310.0","269.0","41.0","64.0","46.0","18.0","32.0","20.0","12.0","32.0","26.0","6.0","28.0","25.0","3.0","114.0","76.0","38.0","33.0","25.0","8.0","81.0","51.0","30.0","33.0","29.0","4.0","1.0","0.0","1.0","32.0","29.0","3.0","56.0","51.0","5.0"
"MN-504","Northeast Minnesota CoC","68.0","45.0","23.0","32.0","21.0","11.0","36.0","24.0","12.0","18.0","0.0","18.0","11.0","0.0","11.0","7.0","0.0","7.0","3.0","3.0","0.0","14.0","13.0","1.0","3.0","3.0","0.0","11.0","10.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"MN-505","St. Cloud/Central Minnesota CoC","696.0","491.0","205.0","380.0","259.0","121.0","316.0","232.0","84.0","12.0","9.0","3.0","4.0","1.0","3.0","8.0","8.0","0.0","29.0","19.0","10.0","115.0","92.0","23.0","24.0","15.0","9.0","91.0","77.0","14.0","32.0","29.0","3.0","0.0","0.0","0.0","32.0","29.0","3.0","40.0","37.0","3.0"
"MN-506","Northwest Minnesota CoC","254.0","239.0","15.0","114.0","103.0","11.0","140.0","136.0","4.0","60.0","46.0","14.0","41.0","31.0","10.0","19.0","15.0","4.0","10.0","7.0","3.0","27.0","26.0","1.0","1.0","1.0","0.0","26.0","25.0","1.0","8.0","8.0","0.0","1.0","1.0","0.0","7.0","7.0","0.0","10.0","10.0","0.0"
"MN-508","Moorhead/West Central Minnesota CoC","242.0","234.0","8.0","114.0","110.0","4.0","128.0","124.0","4.0","40.0","39.0","1.0","19.0","18.0","1.0","21.0","21.0","0.0","5.0","5.0","0.0","22.0","22.0","0.0","1.0","1.0","0.0","21.0","21.0","0.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","29.0","29.0","0.0"
"MN-509","Duluth/St.Louis County CoC","490.0","323.0","167.0","283.0","141.0","142.0","207.0","182.0","25.0","205.0","54.0","151.0","157.0","28.0","129.0","48.0","26.0","22.0","26.0","14.0","12.0","61.0","37.0","24.0","11.0","11.0","0.0","50.0","26.0","24.0","15.0","11.0","4.0","0.0","0.0","0.0","15.0","11.0","4.0","18.0","11.0","7.0"
"MN-511","Southwest Minnesota CoC","124.0","110.0","14.0","30.0","19.0","11.0","94.0","91.0","3.0","10.0","7.0","3.0","5.0","2.0","3.0","5.0","5.0","0.0","2.0","0.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","8.0","8.0","0.0"
"MO-500","St. Louis County CoC","438.0","379.0","59.0","205.0","187.0","18.0","233.0","192.0","41.0","30.0","16.0","14.0","21.0","7.0","14.0","9.0","9.0","0.0","28.0","27.0","1.0","60.0","56.0","4.0","14.0","12.0","2.0","46.0","44.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MO-501","St.Louis City CoC","1312.0","1200.0","112.0","558.0","461.0","97.0","754.0","739.0","15.0","110.0","33.0","77.0","102.0","25.0","77.0","8.0","8.0","0.0","138.0","125.0","13.0","68.0","57.0","11.0","1.0","1.0","0.0","67.0","56.0","11.0","30.0","29.0","1.0","0.0","0.0","0.0","30.0","29.0","1.0","58.0","57.0","1.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","803.0","556.0","247.0","255.0","136.0","119.0","548.0","420.0","128.0","58.0","33.0","25.0","22.0","7.0","15.0","36.0","26.0","10.0","3.0","2.0","1.0","56.0","36.0","20.0","13.0","9.0","4.0","43.0","27.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","584.0","409.0","175.0","339.0","164.0","175.0","245.0","245.0","0.0","161.0","46.0","115.0","144.0","29.0","115.0","17.0","17.0","0.0","46.0","10.0","36.0","37.0","33.0","4.0","11.0","7.0","4.0","26.0","26.0","0.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","14.0","14.0","0.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","258.0","238.0","20.0","160.0","140.0","20.0","98.0","98.0","0.0","45.0","36.0","9.0","45.0","36.0","9.0","0.0","0.0","0.0","52.0","50.0","2.0","9.0","8.0","1.0","4.0","3.0","1.0","5.0","5.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","16.0","16.0","0.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","164.0","156.0","8.0","107.0","99.0","8.0","57.0","57.0","0.0","65.0","60.0","5.0","51.0","46.0","5.0","14.0","14.0","0.0","12.0","11.0","1.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","1686.0","1530.0","156.0","1066.0","941.0","125.0","620.0","589.0","31.0","433.0","340.0","93.0","407.0","334.0","73.0","26.0","6.0","20.0","162.0","133.0","29.0","122.0","106.0","16.0","25.0","20.0","5.0","97.0","86.0","11.0","12.0","12.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0","12.0","12.0","0.0"
"MO-606","Missouri Balance of State CoC","1477.0","1148.0","329.0","874.0","618.0","256.0","603.0","530.0","73.0","168.0","111.0","57.0","124.0","75.0","49.0","44.0","36.0","8.0","139.0","107.0","32.0","129.0","103.0","26.0","35.0","33.0","2.0","94.0","70.0","24.0","41.0","37.0","4.0","2.0","2.0","0.0","39.0","35.0","4.0","72.0","65.0","7.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","762.0","426.0","336.0","624.0","288.0","336.0","138.0","138.0","0.0","104.0","18.0","86.0","104.0","18.0","86.0","0.0","0.0","0.0","69.0","21.0","48.0","41.0","24.0","17.0","20.0","20.0","0.0","21.0","4.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MS-501","Mississippi Balance of State CoC","809.0","566.0","243.0","508.0","314.0","194.0","301.0","252.0","49.0","85.0","25.0","60.0","75.0","25.0","50.0","10.0","0.0","10.0","79.0","58.0","21.0","37.0","24.0","13.0","5.0","5.0","0.0","32.0","19.0","13.0","6.0","4.0","2.0","0.0","0.0","0.0","6.0","4.0","2.0","18.0","10.0","8.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","412.0","149.0","263.0","343.0","91.0","252.0","69.0","58.0","11.0","54.0","24.0","30.0","54.0","24.0","30.0","0.0","0.0","0.0","58.0","8.0","50.0","15.0","7.0","8.0","0.0","0.0","0.0","15.0","7.0","8.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"MT-500","Montana Statewide CoC","1709.0","837.0","872.0","1127.0","478.0","649.0","582.0","359.0","223.0","166.0","26.0","140.0","154.0","23.0","131.0","12.0","3.0","9.0","277.0","98.0","179.0","171.0","41.0","130.0","13.0","6.0","7.0","158.0","35.0","123.0","41.0","26.0","15.0","9.0","7.0","2.0","32.0","19.0","13.0","55.0","31.0","24.0"
"NC-500","Winston Salem/Forsyth County CoC","571.0","549.0","22.0","418.0","396.0","22.0","153.0","153.0","0.0","98.0","90.0","8.0","91.0","83.0","8.0","7.0","7.0","0.0","60.0","58.0","2.0","30.0","28.0","2.0","0.0","0.0","0.0","30.0","28.0","2.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","15.0","15.0","0.0"
"NC-501","Asheville/Buncombe County CoC","562.0","488.0","74.0","510.0","436.0","74.0","52.0","52.0","0.0","74.0","22.0","52.0","74.0","22.0","52.0","0.0","0.0","0.0","209.0","194.0","15.0","35.0","30.0","5.0","8.0","8.0","0.0","27.0","22.0","5.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"NC-502","Durham City & County CoC","813.0","769.0","44.0","656.0","612.0","44.0","157.0","157.0","0.0","59.0","47.0","12.0","53.0","41.0","12.0","6.0","6.0","0.0","138.0","133.0","5.0","33.0","33.0","0.0","0.0","0.0","0.0","33.0","33.0","0.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","23.0","23.0","0.0"
"NC-503","North Carolina Balance of State CoC","3021.0","2361.0","660.0","1922.0","1372.0","550.0","1099.0","989.0","110.0","360.0","176.0","184.0","310.0","145.0","165.0","50.0","31.0","19.0","137.0","99.0","38.0","198.0","131.0","67.0","25.0","9.0","16.0","173.0","122.0","51.0","44.0","43.0","1.0","0.0","0.0","0.0","44.0","43.0","1.0","65.0","63.0","2.0"
"NC-504","Greensboro/High Point CoC","665.0","551.0","114.0","512.0","398.0","114.0","153.0","153.0","0.0","78.0","31.0","47.0","75.0","28.0","47.0","3.0","3.0","0.0","81.0","72.0","9.0","53.0","48.0","5.0","9.0","9.0","0.0","44.0","39.0","5.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","10.0","10.0","0.0"
"NC-505","Charlotte/Mecklenberg CoC","2001.0","1821.0","180.0","1243.0","1063.0","180.0","758.0","758.0","0.0","280.0","169.0","111.0","257.0","146.0","111.0","23.0","23.0","0.0","185.0","160.0","25.0","85.0","75.0","10.0","12.0","12.0","0.0","73.0","63.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","390.0","269.0","121.0","299.0","200.0","99.0","91.0","69.0","22.0","80.0","36.0","44.0","77.0","36.0","41.0","3.0","0.0","3.0","54.0","39.0","15.0","29.0","20.0","9.0","8.0","8.0","0.0","21.0","12.0","9.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"NC-507","Raleigh/Wake County CoC","904.0","756.0","148.0","616.0","471.0","145.0","288.0","285.0","3.0","90.0","48.0","42.0","85.0","43.0","42.0","5.0","5.0","0.0","123.0","101.0","22.0","61.0","55.0","6.0","3.0","3.0","0.0","58.0","52.0","6.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","9.0","9.0","0.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","281.0","244.0","37.0","215.0","182.0","33.0","66.0","62.0","4.0","64.0","42.0","22.0","58.0","40.0","18.0","6.0","2.0","4.0","23.0","20.0","3.0","39.0","38.0","1.0","14.0","14.0","0.0","25.0","24.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"NC-511","Fayetteville/Cumberland County CoC","593.0","227.0","366.0","447.0","91.0","356.0","146.0","136.0","10.0","131.0","4.0","127.0","123.0","4.0","119.0","8.0","0.0","8.0","58.0","14.0","44.0","45.0","5.0","40.0","0.0","0.0","0.0","45.0","5.0","40.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"NC-513","Chapel Hill/Orange County CoC","129.0","109.0","20.0","101.0","81.0","20.0","28.0","28.0","0.0","25.0","12.0","13.0","25.0","12.0","13.0","0.0","0.0","0.0","12.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NC-516","Northwest North Carolina CoC","755.0","116.0","639.0","217.0","70.0","147.0","538.0","46.0","492.0","25.0","5.0","20.0","25.0","5.0","20.0","0.0","0.0","0.0","12.0","3.0","9.0","23.0","5.0","18.0","0.0","0.0","0.0","23.0","5.0","18.0","26.0","2.0","24.0","0.0","0.0","0.0","26.0","2.0","24.0","30.0","3.0","27.0"
"ND-500","North Dakota Statewide CoC","1305.0","819.0","486.0","864.0","591.0","273.0","441.0","228.0","213.0","138.0","68.0","70.0","70.0","52.0","18.0","68.0","16.0","52.0","137.0","90.0","47.0","142.0","113.0","29.0","18.0","18.0","0.0","124.0","95.0","29.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","17.0","17.0","0.0"
"NE-500","Nebraska Balance of State CoC","549.0","525.0","24.0","209.0","185.0","24.0","340.0","340.0","0.0","13.0","12.0","1.0","10.0","9.0","1.0","3.0","3.0","0.0","16.0","9.0","7.0","39.0","37.0","2.0","9.0","9.0","0.0","30.0","28.0","2.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","22.0","22.0","0.0"
"NE-501","Omaha/Council Bluffs CoC","1481.0","1437.0","44.0","1038.0","994.0","44.0","443.0","443.0","0.0","262.0","231.0","31.0","205.0","174.0","31.0","57.0","57.0","0.0","150.0","145.0","5.0","106.0","106.0","0.0","4.0","4.0","0.0","102.0","102.0","0.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","22.0","22.0","0.0"
"NE-502","Lincoln CoC","714.0","659.0","55.0","473.0","418.0","55.0","241.0","241.0","0.0","47.0","23.0","24.0","42.0","18.0","24.0","5.0","5.0","0.0","81.0","77.0","4.0","93.0","77.0","16.0","16.0","16.0","0.0","77.0","61.0","16.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","25.0","25.0","0.0"
"NH-500","New Hampshire Balance of State CoC","718.0","642.0","76.0","390.0","329.0","61.0","328.0","313.0","15.0","212.0","175.0","37.0","166.0","134.0","32.0","46.0","41.0","5.0","36.0","26.0","10.0","52.0","47.0","5.0","0.0","0.0","0.0","52.0","47.0","5.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","18.0","18.0","0.0"
"NH-501","Manchester CoC","400.0","352.0","48.0","208.0","162.0","46.0","192.0","190.0","2.0","56.0","40.0","16.0","54.0","38.0","16.0","2.0","2.0","0.0","34.0","33.0","1.0","12.0","9.0","3.0","1.0","0.0","1.0","11.0","9.0","2.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","22.0","22.0","0.0"
"NH-502","Nashua/Hillsborough County CoC","327.0","319.0","8.0","180.0","175.0","5.0","147.0","144.0","3.0","49.0","45.0","4.0","37.0","33.0","4.0","12.0","12.0","0.0","68.0","65.0","3.0","27.0","26.0","1.0","5.0","5.0","0.0","22.0","21.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NJ-500","Atlantic City & County CoC","548.0","474.0","74.0","439.0","367.0","72.0","109.0","107.0","2.0","113.0","73.0","40.0","108.0","70.0","38.0","5.0","3.0","2.0","65.0","54.0","11.0","45.0","45.0","0.0","0.0","0.0","0.0","45.0","45.0","0.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","15.0","15.0","0.0"
"NJ-501","Bergen County CoC","340.0","307.0","33.0","224.0","191.0","33.0","116.0","116.0","0.0","28.0","17.0","11.0","28.0","17.0","11.0","0.0","0.0","0.0","22.0","17.0","5.0","36.0","33.0","3.0","6.0","6.0","0.0","30.0","27.0","3.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","16.0","16.0","0.0"
"NJ-502","Burlington County CoC","1347.0","1339.0","8.0","659.0","651.0","8.0","688.0","688.0","0.0","200.0","198.0","2.0","144.0","142.0","2.0","56.0","56.0","0.0","19.0","16.0","3.0","81.0","80.0","1.0","5.0","5.0","0.0","76.0","75.0","1.0","47.0","47.0","0.0","0.0","0.0","0.0","47.0","47.0","0.0","53.0","53.0","0.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1089.0","954.0","135.0","762.0","636.0","126.0","327.0","318.0","9.0","103.0","64.0","39.0","98.0","59.0","39.0","5.0","5.0","0.0","144.0","136.0","8.0","82.0","73.0","9.0","4.0","4.0","0.0","78.0","69.0","9.0","26.0","26.0","0.0","0.0","0.0","0.0","26.0","26.0","0.0","36.0","36.0","0.0"
"NJ-504","Newark/Essex County CoC","1610.0","1448.0","162.0","1082.0","920.0","162.0","528.0","528.0","0.0","152.0","64.0","88.0","145.0","57.0","88.0","7.0","7.0","0.0","59.0","42.0","17.0","155.0","142.0","13.0","15.0","15.0","0.0","140.0","127.0","13.0","72.0","72.0","0.0","0.0","0.0","0.0","72.0","72.0","0.0","95.0","95.0","0.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","917.0","748.0","169.0","632.0","469.0","163.0","285.0","279.0","6.0","177.0","80.0","97.0","169.0","72.0","97.0","8.0","8.0","0.0","43.0","32.0","11.0","22.0","16.0","6.0","0.0","0.0","0.0","22.0","16.0","6.0","28.0","27.0","1.0","0.0","0.0","0.0","28.0","27.0","1.0","44.0","41.0","3.0"
"NJ-507","New Brunswick/Middlesex County CoC","604.0","528.0","76.0","343.0","272.0","71.0","261.0","256.0","5.0","86.0","61.0","25.0","64.0","39.0","25.0","22.0","22.0","0.0","22.0","21.0","1.0","17.0","14.0","3.0","0.0","0.0","0.0","17.0","14.0","3.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","28.0","28.0","0.0"
"NJ-508","Monmouth County CoC","456.0","420.0","36.0","210.0","174.0","36.0","246.0","246.0","0.0","99.0","81.0","18.0","78.0","60.0","18.0","21.0","21.0","0.0","11.0","5.0","6.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","28.0","28.0","0.0","0.0","0.0","0.0","28.0","28.0","0.0","44.0","44.0","0.0"
"NJ-509","Morris County CoC","384.0","350.0","34.0","232.0","198.0","34.0","152.0","152.0","0.0","49.0","40.0","9.0","43.0","34.0","9.0","6.0","6.0","0.0","12.0","10.0","2.0","30.0","26.0","4.0","0.0","0.0","0.0","30.0","26.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","7.0","7.0","0.0"
"NJ-510","Lakewood Township/Ocean County CoC","605.0","588.0","17.0","246.0","233.0","13.0","359.0","355.0","4.0","172.0","165.0","7.0","102.0","95.0","7.0","70.0","70.0","0.0","7.0","6.0","1.0","24.0","22.0","2.0","1.0","1.0","0.0","23.0","21.0","2.0","30.0","30.0","0.0","0.0","0.0","0.0","30.0","30.0","0.0","38.0","38.0","0.0"
"NJ-511","Paterson/Passaic County CoC","459.0","429.0","30.0","241.0","211.0","30.0","218.0","218.0","0.0","43.0","29.0","14.0","37.0","23.0","14.0","6.0","6.0","0.0","8.0","5.0","3.0","31.0","30.0","1.0","1.0","1.0","0.0","30.0","29.0","1.0","27.0","27.0","0.0","0.0","0.0","0.0","27.0","27.0","0.0","39.0","39.0","0.0"
"NJ-512","Salem County CoC","38.0","37.0","1.0","18.0","17.0","1.0","20.0","20.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","4.0","4.0","0.0","1.0","1.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NJ-513","Somerset County CoC","342.0","337.0","5.0","247.0","242.0","5.0","95.0","95.0","0.0","34.0","32.0","2.0","32.0","30.0","2.0","2.0","2.0","0.0","162.0","162.0","0.0","31.0","31.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","12.0","12.0","0.0"
"NJ-514","Trenton/Mercer County CoC","600.0","495.0","105.0","438.0","333.0","105.0","162.0","162.0","0.0","75.0","11.0","64.0","73.0","9.0","64.0","2.0","2.0","0.0","31.0","20.0","11.0","40.0","30.0","10.0","2.0","2.0","0.0","38.0","28.0","10.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","28.0","28.0","0.0"
"NJ-515","Elizabeth/Union County CoC","504.0","421.0","83.0","245.0","214.0","31.0","259.0","207.0","52.0","36.0","19.0","17.0","30.0","19.0","11.0","6.0","0.0","6.0","15.0","14.0","1.0","26.0","24.0","2.0","0.0","0.0","0.0","26.0","24.0","2.0","18.0","17.0","1.0","0.0","0.0","0.0","18.0","17.0","1.0","24.0","22.0","2.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","255.0","249.0","6.0","171.0","165.0","6.0","84.0","84.0","0.0","41.0","37.0","4.0","29.0","25.0","4.0","12.0","12.0","0.0","75.0","75.0","0.0","11.0","10.0","1.0","0.0","0.0","0.0","11.0","10.0","1.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","13.0","13.0","0.0"
"NM-500","Albuquerque CoC","1287.0","1104.0","183.0","879.0","705.0","174.0","408.0","399.0","9.0","260.0","170.0","90.0","251.0","161.0","90.0","9.0","9.0","0.0","188.0","172.0","16.0","95.0","85.0","10.0","25.0","25.0","0.0","70.0","60.0","10.0","23.0","23.0","0.0","0.0","0.0","0.0","23.0","23.0","0.0","36.0","36.0","0.0"
"NM-501","New Mexico Balance of State CoC","1342.0","1071.0","271.0","787.0","532.0","255.0","555.0","539.0","16.0","456.0","275.0","181.0","370.0","199.0","171.0","86.0","76.0","10.0","90.0","42.0","48.0","98.0","83.0","15.0","29.0","28.0","1.0","69.0","55.0","14.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","16.0","16.0","0.0"
"NV-500","Las Vegas/Clark County CoC","7509.0","3593.0","3916.0","6878.0","2965.0","3913.0","631.0","628.0","3.0","458.0","38.0","420.0","455.0","35.0","420.0","3.0","3.0","0.0","692.0","375.0","317.0","2233.0","242.0","1991.0","825.0","9.0","816.0","1408.0","233.0","1175.0","41.0","41.0","0.0","4.0","4.0","0.0","37.0","37.0","0.0","63.0","63.0","0.0"
"NV-501","Reno/Sparks/Washoe County CoC","907.0","794.0","113.0","738.0","625.0","113.0","169.0","169.0","0.0","90.0","52.0","38.0","90.0","52.0","38.0","0.0","0.0","0.0","157.0","136.0","21.0","59.0","39.0","20.0","0.0","0.0","0.0","59.0","39.0","20.0","7.0","7.0","0.0","1.0","1.0","0.0","6.0","6.0","0.0","11.0","11.0","0.0"
"NV-502","Nevada Balance of State CoC","327.0","141.0","186.0","242.0","56.0","186.0","85.0","85.0","0.0","46.0","27.0","19.0","40.0","21.0","19.0","6.0","6.0","0.0","11.0","5.0","6.0","18.0","7.0","11.0","0.0","0.0","0.0","18.0","7.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
